Position Drafted,Team,Draft Year,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
DB,Vikings,2020,407,5656,970,5.8,20,12,314,319,466,3523,26,8,7.1,171,476,2133,19,4.5,106,96,895,37,173,41.6,10.4,Own 29.6,2:40,5.77,32.6,2.29,303,5465,1053,5.2,31,14,324,394,601,3737,23,17,5.8,215,404,1728,8,4.3,78,83,713,31,173,34.7,17.3,Own 28.3,2:53,6.3,31.6,1.76,8,16,,,13,26,20,,30,23,14,5,5,,4,6,6,12,,,,,,6,17,6,18,21,10,6,5,14,,,4,5,14,,28,15,13,3,7,,11,13,3,19,,,,,,21,3,15,27,30,16,7
RB,Chiefs,2020,451,6067,976,6.2,15,10,350,378,576,4498,30,5,7.5,211,375,1569,16,4.2,93,107,1029,46,164,48.8,7.9,Own 28.8,2:52,6.18,37.0,2.59,308,5594,1043,5.4,23,7,344,352,582,3543,21,16,5.7,190,416,2051,14,4.9,115,116,844,39,164,34.1,13.4,Own 27.0,2:59,6.5,34.0,1.88,5,6,,,3,19,6,,15,5,5,2,2,,27,23,13,20,,,,,,2,29,9,6,6,3,2,7,17,,,10,24,23,,23,8,8,5,5,,17,26,17,29,,,,,,20,8,7,30,32,23,15
QB,Cardinals,2019,225,3865,902,4.3,28,10,239,283,495,2523,15,18,4.6,137,355,1342,9,3.8,76,101,786,26,187,19.3,15.0,Own 28.0,2:16,4.94,20.6,1.09,425,5741,1065,5.4,16,9,357,342,506,3262,21,7,5.9,186,510,2479,25,4.9,139,100,790,32,187,38.0,8.6,Own 29.5,2:52,5.9,30.6,2.12,32,32,,,27,21,32,,29,32,30,28,32,,28,32,27,32,,,,,,32,5,19,32,31,32,32,26,20,,,28,14,28,,6,4,3,29,6,,32,32,32,27,,,,,,13,26,25,28,21,10,22
DE,49ers,2019,342,5769,1003,5.8,32,12,344,331,532,3867,26,20,6.7,201,423,1902,7,4.5,98,112,982,45,181,37.0,17.1,Own 26.2,2:39,5.72,31.8,1.86,435,5546,1023,5.4,7,5,337,344,542,3732,35,2,6.4,195,444,1814,13,4.1,104,117,1011,38,181,39.8,3.9,Own 30.9,2:42,5.8,30.5,2.25,21,16,,,30,29,12,,20,15,17,30,11,,11,13,30,12,,,,,,15,2,30,20,25,16,20,28,13,,,32,28,23,,14,11,31,32,14,,25,14,15,7,,,,,,8,32,30,16,19,9,26
DT,Jets,2019,333,4787,971,4.9,30,11,258,299,524,3165,18,19,5.6,157,410,1622,11,4.0,84,114,948,17,197,32.0,14.7,Own 30.7,2:22,5.15,24.2,1.57,441,6086,1061,5.7,20,7,343,367,582,4065,29,13,6.5,201,440,2021,16,4.6,104,95,817,38,202,39.1,9.9,Own 30.7,2:28,5.5,30.1,2.08,23,29,,,29,25,30,,22,25,26,29,28,,16,26,23,29,,,,,,24,6,4,30,30,31,29,29,25,,,16,19,24,,24,24,19,15,19,,22,26,21,19,,,,,,9,21,29,1,2,8,19
DE,Raiders,2019,290,5379,995,5.4,24,14,300,382,556,3751,19,10,6.2,197,387,1628,9,4.2,86,110,965,17,176,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57,467,6102,973,6.3,17,3,317,299,480,3853,36,14,7.8,178,480,2249,16,4.7,108,117,991,31,174,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52,28,23,,,22,31,24,,16,18,24,8,19,,23,25,27,23,,,,,,26,8,28,10,17,19,28,32,26,,,22,32,14,,1,19,32,14,32,,30,30,21,22,,,,,,2,23,27,18,17,29,32
LB,Buccaneers,2019,396,6648,1055,6.3,35,9,388,408,625,5125,36,26,7.7,265,389,1523,11,3.9,80,117,975,43,184,37.0,19.0,Own 26.2,2:39,5.89,36.0,2.15,464,6134,998,6.1,17,8,356,387,534,4151,34,9,7.3,209,426,1983,19,4.7,122,127,1156,25,182,40.7,8.2,Own 29.0,2:38,5.6,33.7,2.38,12,3,,,32,15,2,,4,1,3,32,2,,22,29,23,31,,,,,,17,1,30,20,14,5,10,31,27,,,22,16,27,,12,26,30,26,30,,18,24,29,20,,,,,,6,28,22,10,7,26,29
QB,Giants,2019,369,5697,984,5.8,19,7,297,382,583,4047,23,12,6.4,208,354,1650,13,4.7,71,114,951,18,177,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97,412,5942,1034,5.7,21,5,346,362,560,4044,24,16,6.9,205,444,1898,18,4.3,103,110,919,38,181,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18,16,17,,,11,8,25,,9,11,21,12,17,,29,24,16,10,,,,,,12,27,26,25,19,15,18,23,24,,,15,28,25,,20,23,13,7,27,,25,20,28,11,,,,,,4,17,12,22,23,22,24
LB,Jaguars,2019,245,4832,1005,4.8,29,16,277,329,536,3109,15,13,5.3,164,416,1723,7,4.1,92,121,1112,21,180,25.0,15.6,Own 27.0,2:41,5.76,26.9,1.24,316,4983,970,5.1,17,6,288,312,499,3113,17,11,5.8,162,434,1870,16,4.3,89,92,735,37,181,33.1,8.3,Own 29.5,2:38,5.6,27.5,1.72,31,27,,,28,32,29,,19,26,30,18,30,,12,19,30,26,,,,,,31,3,27,18,24,28,31,4,5,,,22,25,3,,4,2,2,23,5,,21,19,21,14,,,,,,27,27,25,10,5,5,6
TE,Lions,2019,324,5236,1019,5.1,19,7,325,375,574,3576,22,12,5.8,201,404,1660,11,4.1,91,94,852,33,173,35.3,11.0,Own 27.7,2:54,6.13,30.3,1.82,360,5360,942,5.7,14,7,315,323,496,3599,29,7,6.7,191,403,1761,11,4.4,88,94,886,36,171,34.5,7.0,Own 27.5,2:41,5.7,31.3,1.97,25,24,,,11,8,18,,11,20,22,12,25,,18,23,23,28,,,,,,21,17,24,5,5,20,21,16,10,,,31,19,11,,3,8,19,29,25,,13,10,6,16,,,,,,21,31,6,14,12,15,17
DT,Bills,2019,269,4778,1008,4.7,32,9,283,271,499,2794,13,23,5.2,137,468,1984,15,4.2,108,116,992,38,193,26.4,15.5,Own 29.7,2:32,5.47,24.6,1.39,374,4706,968,4.9,27,11,293,313,492,2867,22,16,5.4,157,440,1839,17,4.2,111,99,976,25,189,33.3,14.3,Own 32.6,2:30,5.3,24.8,1.83,30,30,,,30,15,27,,28,31,32,31,31,,6,9,11,21,,,,,,30,4,10,26,28,30,30,18,2,,,8,7,4,,2,1,8,7,3,,22,16,25,10,,,,,,26,9,32,4,1,1,10
LB,Steelers,2019,428,6453,1058,6.1,26,9,378,459,689,5008,35,17,7.0,251,345,1445,16,4.2,88,111,1026,39,182,36.8,14.3,Own 26.0,2:44,5.93,35.5,2.23,360,5235,987,5.3,15,7,317,362,566,3697,27,8,6.0,200,369,1538,13,4.2,84,136,1170,33,184,33.7,8.2,Own 28.6,2:35,5.5,28.4,1.88,6,4,,,26,15,4,,1,2,5,26,8,,31,31,7,24,,,,,,18,7,32,14,13,6,9,16,6,,,29,19,14,,21,10,16,28,7,,7,6,15,9,,,,,,25,30,15,6,3,6,14
 T,Bengals,2019,368,4972,938,5.3,17,4,304,331,542,3290,27,13,5.7,182,359,1682,13,4.7,92,114,957,30,166,35.5,9.6,Own 29.0,2:39,5.78,29.7,2.03,455,6618,1084,6.1,18,6,372,389,584,4414,32,12,7.1,221,466,2204,17,4.7,125,113,944,26,177,46.3,10.2,Own 28.8,2:57,6.3,37.4,2.50,17,26,,,5,1,23,,18,24,16,18,27,,26,21,16,8,,,,,,20,26,13,20,20,24,16,30,32,,,21,25,29,,25,32,27,18,29,,29,29,25,25,,,,,,1,20,18,32,31,32,31
DE,Packers,2019,376,5905,1026,5.8,15,11,332,392,640,4238,25,4,6.1,208,333,1667,14,5.0,98,108,937,26,178,38.8,6.7,Own 27.5,2:42,6.03,33.2,2.04,400,5670,1017,5.6,15,8,331,336,527,3752,30,7,6.6,199,446,1918,15,4.3,100,97,792,32,182,37.9,8.2,Own 31.3,2:42,5.8,31.0,2.15,14,12,,,2,25,15,,3,9,20,1,21,,32,22,15,2,,,,,,11,31,25,16,10,12,15,22,18,,,29,16,21,,8,12,22,29,21,,27,22,20,13,,,,,,14,28,31,16,18,14,23
DT,Dolphins,2019,319,4638,878,5.3,23,10,252,292,455,2900,26,13,5.7,153,371,1738,7,4.7,75,108,978,24,184,28.3,12.5,Own 29.4,2:27,4.92,25.0,1.59,433,6257,1024,6.1,28,7,350,335,508,3932,31,21,7.3,195,485,2325,17,4.8,116,107,856,39,183,39.9,14.2,Own 28.9,2:51,5.8,34.2,2.27,26,31,,,20,21,31,,30,30,17,18,26,,25,18,30,9,,,,,,29,11,12,29,32,29,27,27,29,,,5,19,26,,7,21,25,2,31,,31,31,25,26,,,,,,7,10,19,25,20,28,27
 G,Falcons,2019,414,6226,1010,6.2,18,11,352,428,617,4653,36,7,7.1,238,351,1573,11,4.5,84,101,899,30,168,42.9,10.7,Own 26.3,2:49,6.18,37.0,2.40,423,6152,1031,6.0,19,4,375,398,585,4153,33,15,6.7,226,409,1999,16,4.9,115,108,1001,34,171,41.5,10.5,Own 27.3,2:53,6.2,36.0,2.39,10,6,,,7,25,10,,5,4,3,2,7,,30,27,23,13,,,,,,4,19,29,10,3,2,4,25,28,,,20,31,30,,26,27,29,9,24,,14,25,21,28,,,,,,3,18,5,30,30,30,30
QB,Redskins,2019,281,4795,967,5.0,19,4,280,311,509,3021,16,15,5.5,156,414,1774,12,4.3,96,115,1008,28,170,31.8,11.2,Own 28.6,2:47,5.87,28.3,1.61,359,5654,996,5.7,26,11,330,362,537,3794,27,15,6.5,197,413,1860,12,4.5,109,102,791,24,171,35.1,14.6,Own 26.8,2:51,6.0,33.0,1.96,29,28,,,11,1,28,,26,28,28,22,29,,14,17,20,18,,,,,,25,16,15,12,15,27,26,15,17,,,10,7,20,,13,15,16,9,16,,15,17,10,18,,,,,,20,7,4,25,25,23,16
LB,Panthers,2019,376,5972,1011,5.9,22,6,356,378,563,3836,28,16,6.4,212,416,2136,17,5.1,117,92,818,27,173,37.0,12.1,Own 28.2,2:51,5.97,34.5,2.15,382,5651,948,6.0,23,10,315,353,529,3847,32,13,6.8,185,384,1804,13,4.7,110,91,805,20,171,38.0,12.9,Own 27.6,2:44,5.7,33.0,2.19,14,10,,,19,4,9,,15,16,14,25,16,,12,4,6,1,,,,,,16,13,18,8,12,8,11,19,15,,,14,12,11,,9,18,27,15,26,,8,12,15,23,,,,,,12,14,7,19,15,24,25
DT,Giants,2019,369,5697,984,5.8,19,7,297,382,583,4047,23,12,6.4,208,354,1650,13,4.7,71,114,951,18,177,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97,412,5942,1034,5.7,21,5,346,362,560,4044,24,16,6.9,205,444,1898,18,4.3,103,110,919,38,181,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18,16,17,,,11,8,25,,9,11,21,12,17,,29,24,16,10,,,,,,12,27,26,25,19,15,18,23,24,,,15,28,25,,20,23,13,7,27,,25,20,28,11,,,,,,4,17,12,22,23,22,24
 C,Vikings,2019,360,5529,1003,5.5,20,10,310,425,606,4036,30,10,6.2,218,357,1493,9,4.2,66,92,779,26,188,32.4,10.6,Own 30.3,2:31,5.52,29.2,1.80,341,4955,993,5.0,20,8,303,315,503,3140,15,12,5.7,160,440,1815,13,4.1,107,106,834,36,181,33.7,10.5,Own 28.6,2:45,5.7,27.3,1.63,19,20,,,16,21,22,,6,13,10,8,18,,27,30,27,25,,,,,,23,20,7,27,27,25,24,9,4,,,16,16,7,,5,3,1,18,4,,22,15,15,8,,,,,,24,19,15,20,14,4,3
DT,Titans,2019,310,5002,940,5.3,18,6,289,293,437,2975,16,12,6.1,156,456,2027,15,4.4,106,82,727,27,166,34.9,10.2,Own 27.8,2:52,5.86,30.0,1.82,303,5334,1001,5.3,17,6,298,337,533,3471,21,11,6.1,182,429,1863,9,4.3,98,120,984,18,172,33.1,9.9,Own 28.9,2:52,6.0,30.9,1.72,27,25,,,7,4,26,,31,29,28,12,20,,9,6,11,16,,,,,,22,22,21,7,16,23,22,3,8,,,22,25,5,,10,6,3,23,8,,19,18,4,15,,,,,,28,22,19,28,26,12,4
TE,Broncos,2019,329,5602,1015,5.5,21,6,320,367,588,3695,19,15,5.9,181,393,1907,18,4.9,107,125,985,32,186,30.6,11.3,Own 27.8,2:30,5.63,30.1,1.72,349,5842,1022,5.7,28,11,318,353,549,3929,26,17,6.6,197,429,1913,11,4.5,85,123,1006,36,185,34.1,14.1,Own 28.1,2:41,5.7,31.4,1.82,24,19,,,18,4,20,,8,19,24,22,24,,21,12,4,4,,,,,,28,15,21,28,26,21,25,13,22,,,5,7,16,,19,20,14,5,23,,19,21,6,17,,,,,,22,12,12,14,13,17,9
DB,Packers,2019,376,5905,1026,5.8,15,11,332,392,640,4238,25,4,6.1,208,333,1667,14,5.0,98,108,937,26,178,38.8,6.7,Own 27.5,2:42,6.03,33.2,2.04,400,5670,1017,5.6,15,8,331,336,527,3752,30,7,6.6,199,446,1918,15,4.3,100,97,792,32,182,37.9,8.2,Own 31.3,2:42,5.8,31.0,2.15,14,12,,,2,25,15,,3,9,20,1,21,,32,22,15,2,,,,,,11,31,25,16,10,12,15,22,18,,,29,16,21,,8,12,22,29,21,,27,22,20,13,,,,,,14,28,31,16,18,14,23
 T,Eagles,2019,367,5845,1037,5.6,23,12,346,422,599,4275,29,11,6.7,221,398,1570,12,3.9,94,100,852,31,176,38.1,12.5,Own 28.4,2:58,6.09,33.2,2.07,348,5859,1002,5.8,17,7,308,417,626,4308,22,10,6.4,215,332,1551,14,4.7,71,115,995,22,176,38.6,9.1,Own 27.6,2:35,5.9,33.1,1.98,18,14,,,20,29,11,,7,7,11,10,10,,20,28,20,30,,,,,,13,11,17,3,6,13,12,12,23,,,22,19,8,,30,30,8,25,13,,1,7,19,21,,,,,,10,25,7,6,22,25,18
 T,Texans,2019,402,5802,1040,5.6,16,7,333,345,506,3781,26,9,6.7,202,472,2021,12,4.3,94,105,787,37,186,40.3,8.1,Own 31.3,2:39,5.84,31.1,2.03,316,5490,1022,5.4,29,14,298,385,594,4167,28,15,6.5,200,385,1323,8,3.4,76,117,945,22,187,31.6,13.9,Own 25.5,2:36,5.6,29.4,1.72,11,15,,,3,8,14,,27,17,17,6,12,,4,8,20,19,,,,,,9,30,2,20,18,18,17,4,12,,,4,1,5,,27,28,18,9,18,,9,3,3,1,,,,,,30,13,1,8,10,7,5
RB,Raiders,2019,290,5379,995,5.4,24,14,300,382,556,3751,19,10,6.2,197,387,1628,9,4.2,86,110,965,17,176,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57,467,6102,973,6.3,17,3,317,299,480,3853,36,14,7.8,178,480,2249,16,4.7,108,117,991,31,174,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52,28,23,,,22,31,24,,16,18,24,8,19,,23,25,27,23,,,,,,26,8,28,10,17,19,28,32,26,,,22,32,14,,1,19,32,14,32,,30,30,21,22,,,,,,2,23,27,18,17,29,32
WR,Ravens,2019,389,5999,1135,5.3,20,11,367,334,556,3558,18,9,6.1,184,547,2441,19,4.5,153,116,940,30,177,40.7,10.7,Own 29.5,2:58,6.59,33.7,2.06,287,4687,974,4.8,17,5,286,337,577,3360,21,12,5.4,174,354,1327,11,3.7,82,113,1017,30,179,29.1,9.5,Own 28.4,2:31,5.6,26.0,1.59,13,9,,,16,25,7,,16,22,26,6,23,,1,2,3,15,,,,,,8,18,11,3,1,11,14,2,1,,,22,28,2,,23,5,3,18,2,,3,4,6,3,,,,,,31,24,14,5,8,3,2
DE,Redskins,2019,281,4795,967,5.0,19,4,280,311,509,3021,16,15,5.5,156,414,1774,12,4.3,96,115,1008,28,170,31.8,11.2,Own 28.6,2:47,5.87,28.3,1.61,359,5654,996,5.7,26,11,330,362,537,3794,27,15,6.5,197,413,1860,12,4.5,109,102,791,24,171,35.1,14.6,Own 26.8,2:51,6.0,33.0,1.96,29,28,,,11,1,28,,26,28,28,22,29,,14,17,20,18,,,,,,25,16,15,12,15,27,26,15,17,,,10,7,20,,13,15,16,9,16,,15,17,10,18,,,,,,20,7,4,25,25,23,16
DB,Raiders,2019,290,5379,995,5.4,24,14,300,382,556,3751,19,10,6.2,197,387,1628,9,4.2,86,110,965,17,176,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57,467,6102,973,6.3,17,3,317,299,480,3853,36,14,7.8,178,480,2249,16,4.7,108,117,991,31,174,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52,28,23,,,22,31,24,,16,18,24,8,19,,23,25,27,23,,,,,,26,8,28,10,17,19,28,32,26,,,22,32,14,,1,19,32,14,32,,30,30,21,22,,,,,,2,23,27,18,17,29,32
DT,Chargers,2019,428,5962,945,6.3,19,7,338,348,512,4089,32,12,7.5,213,399,1873,16,4.7,100,113,967,25,170,42.4,10.0,Own 28.7,2:53,5.77,34.9,2.40,329,5339,981,5.4,20,7,311,351,548,3646,23,13,6.2,178,395,1693,11,4.3,101,103,828,32,169,33.7,11.8,Own 29.1,2:46,6.0,31.5,1.82,6,11,,,11,8,13,,24,10,8,12,5,,19,15,7,7,,,,,,5,24,14,6,21,7,5,8,9,,,16,19,10,,18,9,12,15,11,,11,9,6,12,,,,,,23,16,23,21,27,18,8
DE,Seahawks,2019,428,5653,1012,5.6,11,4,329,280,427,3093,35,7,6.5,156,534,2560,15,4.8,133,111,959,40,181,39.8,6.1,Own 27.8,2:47,5.77,31.1,2.30,347,5653,955,5.9,26,14,323,355,546,3842,26,12,6.5,201,366,1811,9,4.9,91,108,981,31,176,35.2,14.2,Own 28.0,2:38,5.6,32.1,1.88,6,18,,,1,1,17,,32,27,5,2,15,,2,1,11,5,,,,,,10,32,21,12,22,17,7,11,16,,,10,1,19,,17,17,14,18,17,,5,13,4,30,,,,,,19,11,11,10,9,20,12
DB,Giants,2019,369,5697,984,5.8,19,7,297,382,583,4047,23,12,6.4,208,354,1650,13,4.7,71,114,951,18,177,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97,412,5942,1034,5.7,21,5,346,362,560,4044,24,16,6.9,205,444,1898,18,4.3,103,110,919,38,181,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18,16,17,,,11,8,25,,9,11,21,12,17,,29,24,16,10,,,,,,12,27,26,25,19,15,18,23,24,,,15,28,25,,20,23,13,7,27,,25,20,28,11,,,,,,4,17,12,22,23,22,24
 T,Falcons,2019,414,6226,1010,6.2,18,11,352,428,617,4653,36,7,7.1,238,351,1573,11,4.5,84,101,899,30,168,42.9,10.7,Own 26.3,2:49,6.18,37.0,2.40,423,6152,1031,6.0,19,4,375,398,585,4153,33,15,6.7,226,409,1999,16,4.9,115,108,1001,34,171,41.5,10.5,Own 27.3,2:53,6.2,36.0,2.39,10,6,,,7,25,10,,5,4,3,2,7,,30,27,23,13,,,,,,4,19,29,10,3,2,4,25,28,,,20,31,30,,26,27,29,9,24,,14,25,21,28,,,,,,3,18,5,30,30,30,30
WR,Patriots,2019,436,6295,1073,5.9,18,7,365,378,574,4258,29,11,7.2,206,478,2037,18,4.3,131,93,744,28,184,40.8,9.2,Own 29.9,2:42,6.05,34.2,2.27,325,5746,1002,5.7,28,10,322,370,605,3943,29,18,6.2,208,367,1803,7,4.9,93,91,838,21,187,32.6,15.0,Own 29.1,2:28,5.5,30.7,1.75,4,5,,,7,8,8,,11,8,11,10,6,,3,5,4,20,,,,,,7,29,8,16,7,9,8,7,21,,,5,12,17,,28,22,19,3,9,,6,11,2,29,,,,,,29,4,23,1,4,11,7
QB,Browns,2018,234,4942,1008,4.9,41,13,290,312,574,3228,15,28,5.2,157,384,1714,11,4.5,97,110,924,36,186,22.0,21.0,Own 26.5,2:26,5.53,26.5,1.22,410,5250,1026,5.1,13,6,315,360,525,3684,28,7,6.6,189,467,1566,14,3.4,95,101,906,31,188,36.2,6.9,Own 30.5,2:47,5.6,27.8,2.00,32,24,,,32,28,22,,9,22,28,32,30,,28,18,19,6,,,,,,32,1,28,28,19,23,31,31,14,,,32,23,18,,8,19,26,31,26,,28,7,22,2,,,,,,11,32,31,23,16,9,27
RB,Giants,2018,246,5028,1036,4.9,22,8,271,373,608,3479,20,14,5.4,178,394,1549,6,3.9,66,91,895,27,194,22.7,11.3,Own 26.7,2:22,5.48,25.9,1.22,388,5971,1052,5.7,19,6,313,347,561,4038,32,13,6.9,189,464,1933,10,4.2,101,115,923,23,197,35.5,9.6,Own 30.1,2:35,5.5,30.3,1.92,31,21,,,14,14,28,,1,19,23,20,26,,25,26,28,22,,,,,,31,16,27,31,25,26,32,27,31,,,23,23,17,,23,31,32,15,27,,24,27,9,20,,,,,,14,25,27,15,9,23,24
QB,Jets,2018,298,4884,984,5.0,24,12,269,323,510,3182,19,12,5.7,157,427,1702,13,4.0,77,119,1035,35,199,28.6,11.1,Own 27.6,2:26,5.12,24.5,1.50,382,5636,1052,5.4,20,9,329,329,558,3749,30,11,6.4,191,466,1887,13,4.0,88,114,981,50,192,33.3,10.4,Own 28.4,2:32,5.7,29.2,1.90,24,28,,,22,26,29,,25,24,25,11,20,,17,19,11,20,,,,,,26,18,21,28,31,31,24,22,25,,,20,14,27,,21,21,29,20,21,,26,24,18,15,,,,,,17,20,15,12,17,17,22
DB,Browns,2018,234,4942,1008,4.9,41,13,290,312,574,3228,15,28,5.2,157,384,1714,11,4.5,97,110,924,36,186,22.0,21.0,Own 26.5,2:26,5.53,26.5,1.22,410,5250,1026,5.1,13,6,315,360,525,3684,28,7,6.6,189,467,1566,14,3.4,95,101,906,31,188,36.2,6.9,Own 30.5,2:47,5.6,27.8,2.00,32,24,,,32,28,22,,9,22,28,32,30,,28,18,19,6,,,,,,32,1,28,28,19,23,31,31,14,,,32,23,18,,8,19,26,31,26,,28,7,22,2,,,,,,11,32,31,23,16,9,27
DE,Broncos,2018,289,5185,1075,4.8,34,12,297,332,566,3333,19,22,5.4,180,457,1852,8,4.1,92,113,885,25,193,26.4,16.6,Own 27.0,2:37,5.73,26.9,1.35,382,4640,952,4.9,17,7,266,294,491,3210,29,10,6.1,166,428,1430,9,3.3,68,89,821,32,194,32.5,8.8,Own 33.2,2:21,5.1,23.8,1.78,27,17,,,31,26,20,,12,20,25,31,28,,8,12,25,18,,,,,,28,2,26,15,15,20,29,22,3,,,26,19,3,,1,4,28,24,18,,12,5,6,1,,,,,,21,27,32,3,2,2,15
 G,Colts,2018,263,4553,994,4.6,15,6,267,285,487,2892,13,9,5.3,148,451,1661,11,3.7,94,92,779,25,180,29.4,8.3,Own 27.3,2:38,5.72,25.2,1.42,404,5873,1026,5.7,20,7,324,320,513,3946,23,13,7.3,192,488,1927,15,3.9,99,102,822,33,174,39.7,10.3,Own 27.2,2:54,6.1,33.7,2.06,30,31,,,4,7,30,,30,30,31,6,29,,10,22,19,28,,,,,,22,29,24,14,16,29,26,30,30,,,20,19,23,,5,28,15,15,32,,30,26,27,9,,,,,,4,21,8,29,29,30,28
QB,Bills,2018,302,4842,1010,4.8,16,6,278,289,476,2825,16,10,5.4,149,487,2017,12,4.1,105,98,872,24,180,31.7,8.9,Own 28.2,2:31,5.92,26.9,1.57,359,5682,1066,5.3,25,7,348,370,573,3688,14,18,6.1,199,466,1994,22,4.3,121,97,873,28,183,37.2,13.1,Own 30.3,2:49,6.1,31.1,1.90,22,29,,,6,7,26,,31,31,27,8,27,,4,6,15,14,,,,,,19,25,18,23,9,19,23,18,26,,,9,19,30,,29,20,2,6,19,,26,29,32,25,,,,,,8,10,28,26,28,26,23
LB,Bears,2018,264,4599,934,4.9,22,10,266,291,473,2811,13,12,5.5,144,422,1788,13,4.2,92,115,943,30,174,24.1,12.1,Own 27.1,2:41,5.52,26.3,1.32,320,5106,1003,5.1,22,14,298,343,529,3376,18,8,5.9,180,432,1730,10,4.0,85,118,910,33,178,33.1,11.2,Own 29.4,2:51,5.8,28.7,1.67,29,30,,,14,19,32,,32,32,31,11,25,,18,16,11,11,,,,,,30,11,25,12,20,24,30,9,10,,,13,1,10,,10,7,5,29,14,,16,11,9,12,,,,,,20,16,23,27,19,16,8
 T,49ers,2018,331,5587,1058,5.3,23,8,321,362,607,3925,15,15,6.0,206,408,1662,15,4.1,88,123,988,27,184,37.5,12.0,Own 27.6,2:33,5.99,30.3,1.78,383,5625,1065,5.3,20,10,343,344,544,3764,27,10,6.6,198,491,1861,13,3.8,108,97,791,37,188,37.8,10.1,Own 29.5,2:43,5.9,29.8,1.98,20,12,,,19,14,11,,2,9,28,23,16,,22,21,7,17,,,,,,9,12,21,20,6,12,17,25,24,,,20,11,29,,13,22,24,24,24,,32,22,18,7,,,,,,6,22,24,21,20,22,26
QB,Cardinals,2018,295,5026,1060,4.7,25,7,310,339,598,3640,21,18,5.6,200,410,1386,6,3.4,66,110,880,44,202,29.2,12.4,Own 29.7,2:28,5.40,24.9,1.41,361,4973,1008,4.9,21,6,283,343,564,3541,24,15,5.9,187,407,1432,12,3.5,68,129,1128,28,200,31.5,10.5,Own 28.9,2:22,5.2,24.9,1.69,25,22,,,23,12,17,,5,15,20,28,23,,20,30,28,31,,,,,,24,10,7,27,26,30,27,19,6,,,16,23,8,,25,14,18,12,12,,10,6,16,3,,,,,,24,19,18,4,4,4,11
DB,Dolphins,2018,281,4923,995,4.9,29,8,284,373,602,3535,24,21,5.6,187,360,1388,4,3.9,66,137,1154,31,190,25.8,15.3,Own 28.1,2:29,5.39,25.9,1.36,393,5371,989,5.4,15,6,319,339,528,3603,26,9,6.5,190,431,1768,14,4.1,88,122,1077,41,186,36.6,8.1,Own 28.9,2:38,5.5,28.5,1.98,28,25,,,30,14,25,,4,18,15,30,24,,32,29,31,24,,,,,,29,4,19,26,27,27,28,29,16,,,29,23,20,,9,16,23,28,23,,15,14,22,17,,,,,,10,28,18,17,8,14,25
